date,pm25,pm10,o3,no2,so2,co
18/03/2023,2,2,9,2,0,2
19/03/2023,3,6,9,3,0,7
20/03/2023,9,1,9,2,0,1
21/03/2023,1,1,12,2,0,1
22/03/2023,1,1,11,2,0,1
23/03/2023,1,5,11,2,0,1
24/03/2023,5,9,9,2,0,4
25/03/2023,13,0,8,1,0,1
26/03/2023,1,26,11,2,0,4
27/03/2023,37,22,8,3,0,0
28/03/2023,30,15,8,4,0,1
29/03/2023,21,26,8,5,0,3
30/03/2023,36,45,8,5,0,1
31/03/2023,68,31,8,5,0,1
1/04/2023,50,33,8,6,0,2
2/04/2023,52,50,9,5,0,2
3/04/2023,85,15,9,8,0,7
4/04/2023,28,24,11,6,0,1
5/04/2023,42,65,10,5,0,1
6/04/2023,114,34,9,5,0,1
7/04/2023,42,49,9,5,0,1
8/04/2023,64,45,9,6,0,3
9/04/2023,59,20,8,5,0,1
10/04/2023,30,25,9,8,0,1
11/04/2023,39,39,9,6,0,1
12/04/2023,53,0,0,0,0,0
16/04/2023,0,83,11,11,0,2
17/04/2023,142,25,9,7,0,5
18/04/2023,43,1,10,5,0,2
19/04/2023,1,1,9,5,0,1
20/04/2023,1,1,13,7,0,2
21/04/2023,1,1,13,5,0,1
22/04/2023,1,1,12,7,0,1
23/04/2023,1,0,9,6,0,1
24/04/2023,0,0,8,4,0,0
25/04/2023,0,0,8,7,0,1
26/04/2023,1,1,10,12,0,1
27/04/2023,2,10,9,10,0,4
28/04/2023,18,0,8,4,0,1
29/04/2023,0,1,8,5,0,1
30/04/2023,1,0,10,6,0,1
1/05/2023,1,2,9,10,0,1
2/05/2023,3,11,9,8,0,3
3/05/2023,15,1,9,6,0,1
4/05/2023,1,0,13,5,0,1
5/05/2023,1,1,14,7,0,1
6/05/2023,1,1,13,6,0,1
7/05/2023,1,2,9,3,0,1
8/05/2023,3,0,8,6,0,1
9/05/2023,0,1,9,9,0,1
10/05/2023,1,0,8,5,0,1
11/05/2023,1,1,9,2,0,1
12/05/2023,1,9,10,4,0,5
13/05/2023,15,0,8,5,0,1
14/05/2023,1,1,11,7,0,1
15/05/2023,1,2,12,8,0,1
16/05/2023,4,5,13,9,0,3
