date, pm25, pm10, o3, no2, so2, co, aqi
2023/10/1, 118, 48, , , , , 108
2023/10/2, 108, 55, , , , , 125
2023/10/3, 125, 52, , , , , 116
2023/10/4, 116, 47, , , , , 106
2023/10/5, 106, 47, , , , , 113
2023/10/6, 113, 42, , , , , 102
2023/10/7, 102, 26, , , , , 64
2023/10/8, 64, 24, , , , , 61
2023/10/9, 61, 22, , , , , 57
2023/10/10, 57, 21, , , , , 56
2023/10/11, 56, 31, , , , , 84
2023/10/12, 84, 61, , , , , 140
2023/10/13, 140, 54, , , , , 130
2023/10/14, 129, 30, , , , , 71
2023/10/15, 72, 55, , , , , 127
2023/10/16, 127, 68, , , , , 142
2023/10/17, 142, 79, , , , , 154
2023/10/18, 154, 142, , , , , 244
2023/10/19, 244, , , , , , 
2023/7/1, 72, 30, , , , , 68
2023/7/2, 68, 33, , , , , 64
2023/7/3, 64, 33, , , , , 73
2023/7/4, 73, 33, , , , , 71
2023/7/5, 71, 24, , , , , 47
2023/7/6, 47, 28, , , , , 49
2023/7/7, 49, 30, , , , , 56
2023/7/8, 56, 20, , , , , 42
2023/7/9, 42, 21, , , , , 50
2023/7/10, 50, 28, , , , , 59
2023/7/11, 59, 25, , , , , 47
2023/7/12, 47, 29, , , , , 67
2023/7/13, 67, 22, , , , , 51
2023/7/14, 51, 40, , , , , 91
2023/7/15, 91, 46, , , , , 84
2023/7/16, 84, 56, , , , , 100
2023/7/17, 100, 37, , , , , 82
2023/7/18, 82, 40, , , , , 103
2023/7/19, 103, 70, , , , , 153
2023/7/20, 153, 62, , , , , 132
2023/7/21, 132, 31, , , , , 69
2023/7/22, 70, 23, , , , , 46
2023/7/23, 46, 18, , , , , 42
2023/7/24, 42, 17, , , , , 38
2023/7/25, 38, 21, , , , , 50
2023/7/26, 51, 36, , , , , 82
2023/7/27, 82, 40, , , , , 92
2023/7/28, 92, 48, , , , , 113
2023/7/29, 113, 52, , , , , 114
2023/7/30, 114, 35, , , , , 86
2023/7/31, 86, 49, , , , , 117
2023/8/1, 117, 70, , , , , 150
2023/8/2, 151, 51, , , , , 117
2023/8/3, 117, 41, , , , , 108
2023/8/4, 108, 32, , , , , 79
2023/8/5, 79, 32, , , , , 70
2023/8/6, 70, 28, , , , , 60
2023/8/7, 60, 29, , , , , 61
2023/8/8, 61, 37, , , , , 88
2023/8/9, 88, 60, , , , , 134
2023/8/10, 134, 103, , , , , 198
2023/8/11, 198, 58, , , , , 129
2023/8/12, 129, 58, , , , , 132
2023/8/13, 132, 19, , , , , 53
2023/8/14, 53, 52, , , , , 128
2023/8/15, 127, 57, , , , , 126
2023/8/16, 126, 55, , , , , 118
2023/8/17, 118, 41, , , , , 96
2023/8/18, 96, 72, , , , , 159
2023/8/19, 159, 48, , , , , 107
2023/8/20, 108, 44, , , , , 100
2023/8/21, 100, 42, , , , , 97
2023/8/22, 97, 43, , , , , 99
2023/8/23, 99, 33, , , , , 82
2023/8/24, 82, 39, , , , , 99
2023/8/25, 99, 47, , , , , 110
2023/8/26, 110, 41, , , , , 94
2023/8/27, 94, 20, , , , , 54
2023/8/28, 55, 27, , , , , 66
2023/8/29, 66, 20, , , , , 49
2023/8/30, 49, 42, , , , , 96
2023/8/31, 96, , , , , , 
2023/9/4, 92, 45, , , , , 100
2023/9/5, 101, 59, , , , , 127
2023/9/6, 127, 60, , , , , 134
2023/9/7, 134, 38, , , , , 97
2023/9/8, 97, 49, , , , , 117
2023/9/9, 117, 61, , , , , 133
2023/9/10, 133, 73, , , , , 157
2023/9/11, 157, 106, , , , , 175
2023/9/12, 174, , , , , , 92
2023/9/13, 92, 21, , , , , 76
2023/9/14, 76, 32, , , , , 81
2023/9/15, 81, 48, , , , , 116
2023/9/16, 116, 57, , , , , 128
2023/9/17, 128, 40, , , , , 95
2023/9/18, 95, 28, , , , , 68
2023/9/19, 68, 24, , , , , 58
2023/9/20, 59, 24, , , , , 58
2023/9/21, 59, 23, , , , , 55
2023/9/22, 55, 26, , , , , 62
2023/9/23, 62, 34, , , , , 83
2023/9/24, 83, 49, , , , , 116
2023/9/25, 115, 48, , , , , 112
2023/9/26, 112, 28, , , , , 73
2023/9/27, 72, 32, , , , , 86
2023/9/28, 86, 58, , , , , 139
2023/9/29, 138, 68, , , , , 158
2023/9/30, 158, 56, , , , , 118
2023/4/1, 184, 72, , , , , 164
2023/4/2, 163, 65, , , , , 145
2023/4/3, 145, 87, , , , , 171
2023/4/4, 171, 96, , , , , 177
2023/4/5, 177, 89, , , , , 175
2023/4/6, 175, 59, , , , , 125
2023/4/7, 125, 60, , , , , 124
2023/4/8, 124, 84, , , , , 173
2023/4/9, 172, 105, , , , , 207
2023/4/10, 207, 105, , , , , 202
2023/4/11, 202, 92, , , , , 178
2023/4/12, 178, 70, , , , , 159
2023/4/13, 159, 83, , , , , 169
2023/4/14, 169, 97, , , , , 178
2023/4/15, 178, 86, , , , , 174
2023/4/16, 174, 95, , , , , 183
2023/4/17, 183, 93, , , , , 178
2023/4/18, 178, 109, , , , , 190
2023/4/19, 190, 101, , , , , 185
2023/4/20, 185, 116, , , , , 205
2023/4/21, 205, 99, , , , , 183
2023/4/22, 183, 79, , , , , 165
2023/4/23, 164, 69, , , , , 149
2023/4/24, 149, 34, , , , , 83
2023/4/25, 83, 44, , , , , 103
2023/4/26, 104, 57, , , , , 128
2023/4/27, 127, 59, , , , , 126
2023/4/28, 126, 33, , , , , 80
2023/4/29, 80, 39, , , , , 67
2023/4/30, 67, 59, , , , , 99
2023/5/1, 99, 51, , , , , 92
2023/5/2, 92, 49, , , , , 106
2023/5/3, 106, 60, , , , , 129
2023/5/4, 129, 70, , , , , 143
2023/5/5, 143, 67, , , , , 141
2023/5/6, 141, 69, , , , , 144
2023/5/7, 144, 33, , , , , 85
2023/5/8, 85, 56, , , , , 130
2023/5/9, 130, 61, , , , , 126
2023/5/10, 126, 36, , , , , 82
2023/5/11, 82, 18, , , , , 42
2023/5/12, 42, 18, , , , , 48
2023/5/13, 48, 31, , , , , 82
2023/5/14, 82, 43, , , , , 105
2023/5/15, 105, 60, , , , , 138
2023/5/16, 138, 66, , , , , 129
2023/5/17, 129, 66, , , , , 130
2023/5/18, 130, 75, , , , , 158
2023/5/19, 158, 82, , , , , 165
2023/5/20, 164, 72, , , , , 154
2023/5/21, 153, 72, , , , , 151
2023/5/22, 151, 73, , , , , 159
2023/5/23, 159, 75, , , , , 162
2023/5/24, 161, 41, , , , , 95
2023/5/25, 95, 35, , , , , 84
2023/5/26, 84, 33, , , , , 76
2023/5/27, 76, 28, , , , , 68
2023/5/28, 68, 41, , , , , 90
2023/5/29, 90, 47, , , , , 102
2023/5/30, 102, 52, , , , , 119
2023/5/31, 118, 52, , , , , 119
2023/6/1, 119, 58, , , , , 126
2023/6/2, 126, 34, , , , , 77
2023/6/3, 77, 39, , , , , 94
2023/6/4, 94, 51, , , , , 122
2023/6/5, 122, 55, , , , , 127
2023/6/6, 127, 57, , , , , 123
2023/6/7, 123, 79, , , , , 165
2023/6/8, 165, 26, , , , , 68
2023/6/9, 68, 53, , , , , 112
2023/6/10, 112, 71, , , , , 152
2023/6/11, 152, 68, , , , , 155
2023/6/12, 154, 42, , , , , 108
2023/6/13, 108, 42, , , , , 108
2023/6/14, 108, 28, , , , , 72
2023/6/15, 72, 34, , , , , 75
2023/6/16, 75, 32, , , , , 63
2023/6/17, 63, 23, , , , , 57
2023/6/18, 57, 52, , , , , 117
2023/6/19, 117, 36, , , , , 79
2023/6/20, 79, 36, , , , , 87
2023/6/21, 87, 52, , , , , 110
2023/6/22, 109, 21, , , , , 54
2023/6/23, 55, 39, , , , , 95
2023/6/24, 96, 15, , , , , 44
2023/6/25, 45, 44, , , , , 106
2023/6/26, 106, 40, , , , , 88
2023/6/27, 88, 20, , , , , 47
2023/6/28, 48, 25, , , , , 56
2023/6/29, 57, 35, , , , , 71
2023/6/30, 71, 37, , , , , 72
2023/1/2, 164, 55, , , , , 146
2023/1/3, 146, 83, , , , , 181
2023/1/4, 181, 75, , , , , 173
2023/1/5, 173, 47, , , , , 130
2023/1/6, 130, 60, , , , , 151
2023/1/7, 151, 87, , , , , 181
2023/1/8, 181, 93, , , , , 184
2023/1/9, 183, 80, , , , , 187
2023/1/10, 187, 70, , , , , 167
2023/1/11, 167, 62, , , , , 159
2023/1/12, 159, 67, , , , , 154
2023/1/13, 154, 77, , , , , 159
2023/1/14, 159, 58, , , , , 123
2023/1/15, 122, 23, , , , , 62
2023/1/16, 62, 42, , , , , 98
2023/1/17, 98, 53, , , , , 117
2023/1/18, 117, 77, , , , , 162
2023/1/19, 162, 107, , , , , 199
2023/1/20, 199, 109, , , , , 203
2023/1/21, 203, 133, , , , , 239
2023/1/22, 239, 104, , , , , 207
2023/1/23, 207, 37, , , , , 98
2023/1/24, 97, 63, , , , , 145
2023/1/25, 145, 87, , , , , 173
2023/1/26, 173, 68, , , , , 153
2023/1/27, 152, 57, , , , , 119
2023/1/28, 120, 70, , , , , 146
2023/1/29, 145, 97, , , , , 180
2023/1/30, 180, 76, , , , , 153
2023/1/31, 153, 77, , , , , 162
2023/2/1, 162, 120, , , , , 215
2023/2/2, 215, 59, , , , , 137
2023/2/3, 137, 60, , , , , 146
2023/2/4, 146, 40, , , , , 101
2023/2/5, 101, 60, , , , , 137
2023/2/6, 137, 56, , , , , 135
2023/2/7, 135, 38, , , , , 100
2023/2/8, 100, 54, , , , , 123
2023/2/9, 123, 60, , , , , 138
2023/2/10, 138, 68, , , , , 161
2023/2/11, 161, 73, , , , , 160
2023/2/12, 160, 69, , , , , 153
2023/2/13, 152, 46, , , , , 111
2023/2/14, 111, 43, , , , , 106
2023/2/15, 106, 68, , , , , 159
2023/2/16, 159, 111, , , , , 200
2023/2/17, 200, 75, , , , , 165
2023/2/18, 165, 105, , , , , 201
2023/2/19, 201, 59, , , , , 137
2023/2/20, 137, 84, , , , , 173
2023/2/21, 172, 60, , , , , 129
2023/2/22, 129, 57, , , , , 119
2023/2/23, 119, 56, , , , , 123
2023/2/24, 123, 35, , , , , 88
2023/2/25, 88, 63, , , , , 141
2023/2/26, 141, 62, , , , , 154
2023/2/27, 153, , , , , , 
2023/3/1, 202, 135, , , , , 241
2023/3/2, 241, 105, , , , , 196
2023/3/3, 196, 67, , , , , 149
2023/3/4, 149, 98, , , , , 186
2023/3/5, 186, 97, , , , , 182
2023/3/6, 182, 62, , , , , 139
2023/3/7, 139, 70, , , , , 151
2023/3/8, 151, 113, , , , , 206
2023/3/9, 206, 120, , , , , 219
2023/3/10, 219, 84, , , , , 171
2023/3/11, 171, 88, , , , , 170
2023/3/12, 170, 59, , , , , 88
2023/3/13, 88, 90, , , , , 156
2023/3/14, 156, 101, , , , , 176
2023/3/15, 176, 54, , , , , 118
2023/3/16, 119, 60, , , , , 136
2023/3/17, 136, 61, , , , , 141
2023/3/18, 140, 56, , , , , 123
2023/3/19, 123, 68, , , , , 150
2023/3/20, 149, 97, , , , , 189
2023/3/21, 190, 125, , , , , 220
2023/3/22, 217, 97, , , , , 175
2023/3/23, 175, 98, , , , , 176
2023/3/24, 176, 80, , , , , 164
2023/3/25, 164, 34, , , , , 84
2023/3/26, 84, 21, , , , , 52
2023/3/27, 53, 33, , , , , 80
2023/3/28, 80, 35, , , , , 88
2023/3/29, 89, 49, , , , , 116
2023/3/30, 116, 113, , , , , 202
2023/3/31, 202, 93, , , , , 185
2022/10/1, 82, 18, , , , , 53
2022/10/2, 53, 37, , , , , 103
2022/10/3, 103, 46, , , , , 120
2022/10/4, 120, 41, , , , , 108
2022/10/5, 108, 55, , , , , 141
2022/10/6, 141, 49, , , , , 127
2022/10/7, 127, 46, , , , , 125
2022/10/8, 125, 39, , , , , 107
2022/10/9, 107, 18, , , , , 50
2022/10/10, 50, 40, , , , , 104
2022/10/11, 104, 45, , , , , 111
2022/10/12, 111, 49, , , , , 117
2022/10/13, 117, 54, , , , , 129
2022/10/14, 129, 47, , , , , 118
2022/10/15, 117, 58, , , , , 137
2022/10/16, 136, 39, , , , , 103
2022/10/17, 103, 50, , , , , 123
2022/10/18, 122, 54, , , , , 138
2022/10/19, 138, 14, , , , , 49
2022/10/20, 49, 22, , , , , 72
2022/10/21, 72, 34, , , , , 94
2022/10/22, 95, 47, , , , , 118
2022/10/23, 118, 64, , , , , 155
2022/10/24, 155, 39, , , , , 104
2022/10/25, 104, 74, , , , , 162
2022/10/26, 162, 29, , , , , 67
2022/10/27, 67, 30, , , , , 72
2022/10/28, 72, 63, , , , , 145
2022/10/29, 145, 65, , , , , 144
2022/10/30, 144, 23, , , , , 64
2022/10/31, 64, 29, , , , , 71
2022/11/1, 72, 36, , , , , 86
2022/11/2, 86, 58, , , , , 133
2022/11/3, 133, 48, , , , , 116
2022/11/4, 116, 44, , , , , 106
2022/11/5, 106, 59, , , , , 143
2022/11/6, 143, 60, , , , , 144
2022/11/7, 144, 69, , , , , 159
2022/11/8, 159, 57, , , , , 135
2022/11/9, 135, 55, , , , , 133
2022/11/10, 133, 50, , , , , 118
2022/11/11, 117, 37, , , , , 92
2022/11/12, 92, 47, , , , , 121
2022/11/13, 120, 50, , , , , 119
2022/11/14, 119, 39, , , , , 97
2022/11/15, 97, 33, , , , , 83
2022/11/16, 83, 25, , , , , 61
2022/11/17, 61, 27, , , , , 66
2022/11/18, 66, 26, , , , , 65
2022/11/19, 65, 27, , , , , 75
2022/11/20, 75, , , , , , 
2022/11/22, 130, 36, , , , , 99
2022/11/23, 99, 17, , , , , 57
2022/11/24, 57, 26, , , , , 77
2022/11/25, 76, 30, , , , , 85
2022/11/26, 85, 22, , , , , 54
2022/11/27, 55, 17, , , , , 48
2022/11/28, 48, 21, , , , , 59
2022/11/29, 59, 11, , , , , 31
2022/11/30, 32, 2, , , , , 6
2022/12/1, 7, 8, , , , , 25
2022/12/2, 26, 20, , , , , 58
2022/12/3, 58, 16, , , , , 49
2022/12/4, 50, 11, , , , , 33
2022/12/5, 33, 22, , , , , 65
2022/12/6, 65, 43, , , , , 111
2022/12/7, 111, 22, , , , , 68
2022/12/8, 68, 28, , , , , 82
2022/12/9, 82, 26, , , , , 78
2022/12/10, 78, 33, , , , , 89
2022/12/11, 89, 35, , , , , 94
2022/12/12, 95, 48, , , , , 122
2022/12/13, 122, 45, , , , , 114
2022/12/14, 114, 54, , , , , 131
2022/12/15, 131, 69, , , , , 156
2022/12/16, 156, 34, , , , , 84
2022/12/17, 84, 27, , , , , 67
2022/12/18, 67, 43, , , , , 108
2022/12/19, 108, 55, , , , , 131
2022/12/20, 131, 85, , , , , 169
2022/12/21, 169, 92, , , , , 178
2022/12/22, 178, 49, , , , , 109
2022/12/23, 109, 57, , , , , 135
2022/12/24, 135, 61, , , , , 128
2022/12/25, 128, 82, , , , , 174
2022/12/26, 174, 68, , , , , 139
2022/12/27, 139, 35, , , , , 92
2022/12/28, 92, 22, , , , , 69
2022/12/29, 69, 37, , , , , 103
2022/12/30, 104, 50, , , , , 137
2022/12/31, 137, 66, , , , , 160
2023/1/1, 160, 68, , , , , 164
2022/7/1, 79, 14, , , , , 48
2022/7/2, 48, 14, , , , , 52
2022/7/3, 52, 37, , , , , 108
2022/7/4, 108, 26, , , , , 79
2022/7/5, 80, 43, , , , , 126
2022/7/6, 126, 13, , , , , 45
2022/7/7, 46, 25, , , , , 81
2022/7/8, 82, 28, , , , , 93
2022/7/9, 93, 24, , , , , 77
2022/7/10, 78, 18, , , , , 61
2022/7/11, 62, 19, , , , , 58
2022/7/12, 58, 15, , , , , 51
2022/7/13, 51, 21, , , , , 64
2022/7/14, 64, 12, , , , , 48
2022/7/15, 48, 11, , , , , 38
2022/7/16, 39, 19, , , , , 64
2022/7/17, 64, 18, , , , , 59
2022/7/18, 59, 18, , , , , 60
2022/7/19, 60, 13, , , , , 41
2022/7/20, 41, 22, , , , , 70
2022/7/21, 71, 21, , , , , 68
2022/7/22, 69, 27, , , , , 90
2022/7/23, 90, 11, , , , , 38
2022/7/24, 38, 14, , , , , 49
2022/7/25, 49, 14, , , , , 49
2022/7/26, 49, 16, , , , , 61
2022/7/27, 61, 43, , , , , 107
2022/7/28, 107, 56, , , , , 141
2022/7/29, 141, 50, , , , , 126
2022/7/30, 126, 32, , , , , 85
2022/7/31, 85, 41, , , , , 104
2022/8/1, 104, 40, , , , , 103
2022/8/2, 103, 33, , , , , 89
2022/8/3, 89, 35, , , , , 93
2022/8/4, 93, 49, , , , , 123
2022/8/5, 123, 34, , , , , 93
2022/8/6, 93, 39, , , , , 104
2022/8/7, 104, 50, , , , , 119
2022/8/8, 119, 35, , , , , 90
2022/8/9, 90, 38, , , , , 96
2022/8/10, 96, 16, , , , , 52
2022/8/11, 52, 37, , , , , 98
2022/8/12, 98, 69, , , , , 163
2022/8/13, 163, 46, , , , , 111
2022/8/14, 111, 34, , , , , 88
2022/8/15, 88, 39, , , , , 95
2022/8/16, 95, 37, , , , , 95
2022/8/17, 95, 57, , , , , 140
2022/8/18, 140, 60, , , , , 144
2022/8/19, 144, 45, , , , , 117
2022/8/20, 117, 28, , , , , 77
2022/8/21, 77, 29, , , , , 74
2022/8/22, 74, 47, , , , , 114
2022/8/23, 114, 60, , , , , 149
2022/8/24, 149, 47, , , , , 109
2022/8/25, 109, 13, , , , , 36
2022/8/26, 37, 17, , , , , 49
2022/8/27, 49, 23, , , , , 63
2022/8/28, 63, 25, , , , , 66
2022/8/29, 67, 26, , , , , 69
2022/8/30, 69, 39, , , , , 99
2022/8/31, 99, 46, , , , , 120
2022/9/1, 120, 44, , , , , 119
2022/9/2, 119, 61, , , , , 159
2022/9/3, 159, 42, , , , , 114
2022/9/4, 114, 27, , , , , 72
2022/9/5, 72, 39, , , , , 102
2022/9/6, 102, 66, , , , , 156
2022/9/7, 156, 38, , , , , 106
2022/9/8, 106, 37, , , , , 103
2022/9/9, 103, 54, , , , , 147
2022/9/10, 147, 47, , , , , 124
2022/9/11, 124, 44, , , , , 112
2022/9/12, 112, 74, , , , , 165
2022/9/13, 165, 79, , , , , 172
2022/9/14, 172, 59, , , , , 145
2022/9/15, 145, 48, , , , , 123
2022/9/16, 123, 36, , , , , 98
2022/9/17, 97, 80, , , , , 179
2022/9/18, 179, 57, , , , , 136
2022/9/19, 136, 62, , , , , 149
2022/9/20, 148, 59, , , , , 153
