date, pm25, pm10, o3, no2, so2, co
2020/7/26, 43, 52, 11, 10, 1, 5
2020/7/27, 83, 92, 20, 10, 1, 8
2020/7/28, 165, 58, 13, 7, 1, 5
2020/7/29, 99, 51, 17, 8, 1, 4
2020/7/30, 72, 51, 12, 8, 1, 4
2020/7/31, 73, 48, 7, 4, 1, 4
2020/8/1, 81, 20, 5, 3, 1, 3
2020/8/2, 32, 30, 4, 6, 1, 5
2020/8/3, 44, 41, 4, 7, 1, 5
2020/8/4, 66, 30, 5, 8, 1, 5
2020/8/5, 56, 22, 5, 6, 1, 3
2020/8/6, 34, 31, 3, 8, 1, 6
2020/8/7, 41, 38, 5, 4, 1, 3
2020/8/8, 49, 36, 8, 4, 1, 3
2020/8/9, 45, 41, 10, 5, 1, 4
2020/8/10, 71, 25, 9, 4, 1, 3
2020/8/11, 44, 33, 15, 5, 1, 4
2020/8/12, 51, 26, 8, 4, 1, 4
2020/8/13, 39, 27, 6, 6, 1, 4
2020/8/14, 43, 41, 7, 5, 1, 4
2020/8/15, 58, 37, 8, 6, 1, 4
2020/8/16, 52, 30, 5, 7, 1, 4
2020/8/17, 41, 25, 5, 8, 1, 6
2020/8/18, 39, 34, 8, 8, 1, 4
2020/8/19, 58, 55, 9, 6, 1, 4
2020/8/20, 89, 26, 7, 5, 1, 4
2020/8/21, 38, 36, 9, 4, 1, 4
2020/8/22, 57, 44, 10, 6, 1, 3
2020/8/23, 69, 42, 12, 5, 1, 3
2020/8/24, 61, 33, 11, 4, 1, 4
2020/8/25, 53, 42, 11, 6, 1, 4
2020/8/26, 56, 61, 19, 5, 1, 4
2020/8/27, 91, 55, 12, 6, 1, 4
2020/8/28, 79, 44, 17, 5, 1, 4
2020/8/29, 61, 54, 17, 8, 1, 3
2020/8/30, 72, 55, 15, 7, 1, 3
2020/8/31, 85, 49, 14, 4, , 2
2020/9/1, 70, 68, 16, 5, 1, 6
2020/9/2, 108, 60, 20, 8, 1, 8
2020/9/3, 82, 60, 15, 7, 1, 5
2020/9/4, 86, 64, 8, 11, 1, 4
2020/9/5, 85, , , , , 
2020/9/7, 43, 55, 12, 7, 1, 5
2020/9/8, 74, 47, 8, 7, 1, 4
2020/9/9, 64, 37, 8, 5, 1, 4
2020/9/10, 54, 44, 10, 7, 1, 5
2020/9/11, 56, 49, 10, 7, 1, 4
2020/9/12, 65, 36, 9, 4, 1, 3
2020/9/13, 47, 34, 6, 6, 1, 5
2020/9/14, 44, 36, 8, 5, 1, 3
2020/9/15, 48, 37, 8, 7, 1, 4
2020/9/16, 48, 53, 13, 8, 1, 5
2020/9/17, 72, 25, 7, 4, 1, 4
2020/9/18, 36, 27, 5, 5, 1, 4
2020/9/19, 42, 43, 6, 8, 1, 6
2020/9/20, 68, 55, 10, 8, 1, 4
2020/9/21, 90, 42, 10, 10, 1, 4
2020/9/22, 50, 41, 5, 9, 1, 5
2020/9/23, 50, 32, 9, 4, 1, 5
2020/9/24, 43, 54, 9, 6, 1, 4
2020/9/25, 70, 30, 10, 4, 1, 3
2020/9/26, 48, 32, 4, 4, 1, 4
2020/9/27, 45, 44, 10, 6, 1, 5
2020/9/28, 55, 56, 13, 9, 1, 6
2020/9/29, 78, 50, 10, 8, 1, 5
2020/9/30, 71, 32, 8, 5, 1, 5
2020/6/22, 38, 36, 1, 8, 1, 2
2020/6/23, 36, , , , , 
2023/4/20, , 71, , , , 6
2023/4/26, , 47, , , , 3
2023/5/4, , 58, , , , 4
2023/5/8, , 54, , , , 5
2023/5/14, , 44, , , , 3
2023/5/22, , 59, , , , 2
2023/6/14, , 34, , , , 4
2023/1/1, , 80, 1, 16, 1, 5
2023/1/7, , 75, 1, 11, 1, 5
2023/1/14, , 55, 1, 25, 1, 8
2023/1/28, , 71, 4, 16, 1, 4
2023/2/9, , 41, , , , 4
2023/3/9, , 74, , , , 4
2022/12/20, , 64, 1, 18, 1, 5
2022/12/24, , 66, 1, 17, 1, 8
2022/7/25, , 53, , 7, , 
2022/1/3, , 110, , 21, , 9
2022/1/4, , 116, , 16, , 4
2022/1/5, , 66, , 13, , 3
2022/1/6, , 63, , 14, , 4
2022/1/7, , 60, , 12, , 4
2022/1/8, , 63, , 14, , 4
2022/1/9, , 61, , 13, , 5
2022/1/10, , 45, , 13, , 5
2022/1/11, , 39, , 14, , 4
2022/1/12, , 63, , 11, , 4
2022/1/13, , 65, , , , 
2022/1/20, , 67, , 21, , 6
2022/1/21, , 83, , 16, , 6
2022/1/22, , 72, , , , 
2022/2/8, , 28, , 8, , 4
2022/2/9, , 14, , 11, , 5
2022/2/10, , 36, , 14, , 8
2022/2/11, , 50, , 12, , 11
2022/2/12, , 66, , , , 
2022/2/15, , 62, , 13, , 6
2022/2/16, , 49, , 20, , 8
2022/2/17, , 70, , 17, , 4
2022/2/18, , 53, , 13, , 2
2022/2/19, , 11, , 8, , 2
2022/2/20, , 7, , 6, , 3
2022/2/21, , 12, , 7, , 2
2022/2/22, , 18, , 7, , 2
2022/2/23, , 28, , 11, , 3
2022/2/24, , 47, , 11, , 3
2022/2/25, , 58, , 12, , 3
2022/2/26, , 79, , 13, , 
2022/2/27, , 117, , 13, , 
2022/2/28, , 97, , 14, , 
2022/3/1, , 91, , 16, , 
2022/3/2, , 88, , 18, , 
2022/3/3, , 78, , 16, , 3
2022/3/4, , 55, , 13, , 3
2022/3/5, , 52, , 12, , 3
